caller_id,recipient,call_date,end_time,duration,cost,reference,currency,type
441444000000,447793000000,24/08/2016,13:56:53,1687,0.242,C7AA0BCA4536DEA984FF229AB48BD22EA,GBP,1
441563000000,447745000000,24/08/2016,13:56:53,243,0.035,CCC02C728EC1509620C11E2495383519F,GBP,2
447854000000,447843000000,24/08/2016,13:57:56,1,0.001,CF16C1F2AA9756AF488E9FAC8BE596953,GBP,2
441943000000,447742000000,24/08/2016,13:56:34,36,0.006,CE1B8E85CCB254D36A894247157A7D270,GBP,1
443330000000,447881000000,18/08/2016,17:13:16,141,0.02,CD89C102D8F8AB5E6392E306418FECFBA,GBP,1
353449000000,447799000000,18/08/2016,17:13:11,47,0.007,CF8DEE5D23FE36E00CA0556BF79AE43D4,GBP,1
447427000000,447718000000,18/08/2016,18:36:49,3,0.001,CE41C0A86647449C53C2C828717C07DD2,GBP,2
443330000000,447880000000,18/08/2016,18:13:51,102,0.015,C39103BA00C27564C60615415B6DD8E7D,GBP,2
447986000000,447867000000,18/08/2016,20:55:15,10,0.002,CDC25DA72D0424C59970B68E33A50AF7B,GBP,2
447495000000,447703000000,24/08/2016,13:53:05,8,0.002,C938A5F84A7DE7D163F2C9EA2C12BEA71,GBP,2
447539000000,447929000000,24/08/2016,13:53:41,56,0.009,C32D6BD5A24D6EDFDD3FBE92C8635FC9D,GBP,1
441134000000,447718000000,24/08/2016,13:53:37,3,0.001,C30AB26EDFD0BCC5C585B0E24AECBD963,GBP,2
441924000000,447808000000,24/08/2016,13:52:09,52,0.008,C4B808C9329085FC2175AE66802B29661,GBP,1
441926000000,447585000000,18/08/2016,20:56:04,380,0.053,C4D9DFA788F41B29FF26D0626F71A1976,GBP,1
441924000000,447880000000,18/08/2016,17:09:58,5,0.001,C9C0E786554ADD79FF60CB87840757AE7,GBP,2
441143000000,447827000000,18/08/2016,17:11:51,51,0.008,C83817B27A99E489C6AED154448890871,GBP,2
447972000000,447391000000,18/08/2016,17:11:54,8,0.002,C8E08755EEEEEEFFC30E14BA5DD22BDEE,GBP,1
443330000000,447789000000,18/08/2016,16:52:35,2,0.001,CEA03F8A7F0F7227542A78995D2728AC9,GBP,1
441283000000,447551000000,18/08/2016,16:52:42,18,0.003,C03B037E6685A953E1BF9694EF97DDF6E,GBP,2
441134000000,447714000000,24/08/2016,13:47:22,52,0.008,C6A423CEDB0574A64352932B90D537D8F,GBP,1
441624000000,447861000000,24/08/2016,13:48:37,43,0.007,C45B1ED8A8F27C4E7645991A5429EBFA3,GBP,1
443330000000,447732000000,24/08/2016,13:48:39,41,0.006,C762EBF33A0361584CB897EEE28CEE9D8,GBP,1
441657000000,447715000000,24/08/2016,13:48:47,32,0.005,C194C4A69D49C8FBF090933DDDF019E34,GBP,2
441914000000,447900000000,18/08/2016,16:31:54,68,0.01,C15C2D6479BCF4719F62EDC8E6768C027,GBP,1
442085000000,447769000000,18/08/2016,17:06:31,25,0.004,CB9A649DAA4E8E4C3E0732663A8353603,GBP,1
443330000000,447827000000,18/08/2016,16:33:10,14,0.002,C30E5459E17BBF72EC0A79E824FCE5FEA,GBP,2
441515000000,447918000000,18/08/2016,17:06:28,76,0.011,C95C70D7A25A1D14AC1D5E6591B8C75E1,GBP,2
443330000000,447788000000,18/08/2016,17:08:51,48,0.007,CA37EC247EB0C67F1CA96DFEF2596A871,GBP,2
441212000000,447470000000,18/08/2016,17:05:00,67,0.01,CB0A6AF36A783D7E1565882AFAFEBBA04,GBP,1
441224000000,447888000000,18/08/2016,17:05:01,85,0.013,C6688D935E58736DE5F2CF88C2A4151BA,GBP,1
441547000000,447393000000,18/08/2016,17:51:23,5,0.001,CAE2EDCBDB14A4C13C4B51C5A71F5DC0A,GBP,2
441906000000,447584000000,18/08/2016,16:48:21,43,0.007,C9742959F8D7E9054B3596FA660117729,GBP,1
441160000000,447558000000,18/08/2016,16:48:22,31,0.005,CE373B9704B58428976FC9A9C7430266C,GBP,1
447497000000,447909000000,18/08/2016,16:30:01,306,0.044,C2069DB0D6B16E3BCBDDE80CA9FF96E3A,GBP,2
447794000000,447979000000,18/08/2016,17:04:05,40,0.006,CFA84205DB9765BDB68401C48683138D3,GBP,2
441591000000,447787000000,18/08/2016,17:03:57,38,0.006,C9169200A723F2C08D87E6B4934169B91,GBP,1
441893000000,447711000000,24/08/2016,13:50:22,3,0.001,CAFE6712780301AB17D48B11B55FF1034,GBP,1
441963000000,447711000000,24/08/2016,14:18:44,100,0.015,C59FA6365EF09A94E0C91A5A6FFC74361,GBP,1
443330000000,447917000000,19/08/2016,08:58:35,2,0.001,CBB4CF82DF210EBB253830DDC27C6B024,GBP,2
441388000000,447501000000,19/08/2016,08:18:40,183,0.026,C2723842B6256834D37F9AD7DEF43D4A6,GBP,1
441333000000,447901000000,19/08/2016,08:12:14,14,0.002,C8820400F18D8ED1E92E59B650CD6658E,GBP,2
441242000000,447540000000,24/08/2016,13:05:37,3,0.001,CB4E580DA07155BFBE33D67B7A8E30C91,GBP,1
441984000000,447710000000,24/08/2016,13:08:45,28,0.005,CB12D269CD862F1F87255443348F6E9D4,GBP,1
441215000000,447857000000,24/08/2016,13:44:35,299,0.043,C785BBBEE637E6DECCFF66E257441E5A5,GBP,2
441910000000,447818000000,18/08/2016,18:59:34,2,0.001,C903CFB44CA841D3A335041B60B3F002C,GBP,2
447404000000,447799000000,18/08/2016,18:48:32,3,0.001,CCCC57CFA1EFEFC62A4F6A8C1ACF1BEC8,GBP,2
447719000000,447772000000,18/08/2016,18:50:04,351,0.049,CAD5C7AF3D4570E09804E2B7336D0EEDD,GBP,1
442082000000,447342000000,19/08/2016,08:07:47,8,0.002,C1396AE98EDDF2DC5973E966FD1B74128,GBP,2
441189000000,447918000000,18/08/2016,17:14:44,3,0.001,CB1DB94033234ED1743BDAF2B2D341C21,GBP,2
441542000000,447868000000,19/08/2016,08:06:37,39,0.006,C3220242AFB689FAB4C42EC08C6A77A8E,GBP,2
447742000000,447772000000,18/08/2016,18:28:31,3,0.001,C119AFAB113B1AD167CC953CBD29AB130,GBP,2
447427000000,447718000000,18/08/2016,18:27:50,4,0.001,C6F30E6DB180F83DF528CBAB2975B7E87,GBP,2
441274000000,447703000000,24/08/2016,13:43:28,37,0.006,C70089750910C7DD769A548959B354572,GBP,1
447912000000,447568000000,24/08/2016,13:39:45,9,0.002,C0B28149C456DD2AAC4B26F574681D4D3,GBP,1
441262000000,447718000000,18/08/2016,16:58:06,2,0.001,C092B2707B578DA347DC8039CFB3949B5,GBP,2
447456000000,447469000000,18/08/2016,18:18:09,199,0.028,C51169D3F6C9A8E4FC16B3B2ACD128675,GBP,1
441913000000,447719000000,24/08/2016,13:39:32,104,0.015,C1F6D401859225139846BF3D4EFB5FC99,GBP,1
441612000000,447596000000,24/08/2016,14:09:51,36,0.006,C7AD9F574B52ACC2A39A2D3629567F541,GBP,2
496143000000,447885000000,24/08/2016,13:42:40,51,0.008,C526F74A2CAB92FDF6326B92E71AE32F5,GBP,1
441909000000,447744000000,24/08/2016,13:42:40,92,0.014,C64F953FEAD8E214021DDB738F119E672,GBP,1
441614000000,447809000000,24/08/2016,14:10:01,56,0.009,CE59B4325BAC766B175855D8660749681,GBP,1
441253000000,447585000000,18/08/2016,18:17:29,41,0.006,CD3D85F7BAE22AAA9C2C1A5808B361742,GBP,2
441277000000,447888000000,18/08/2016,16:57:55,5,0.001,C1B4BE9E115B6E37EB5A6C9CFDC3FEFB8,GBP,1
441543000000,447722000000,18/08/2016,20:49:10,14,0.002,C8FBD4EEC52E47D249525688DF01958E2,GBP,2
441544000000,447787000000,18/08/2016,19:43:42,7,0.001,CEAF0855D740AA2BD5972D7322026F14D,GBP,2
441916000000,447343000000,18/08/2016,19:48:04,611,0.085,C7BC69FBB2737293191EBFB6EF82F6F64,GBP,2
442037000000,447584000000,18/08/2016,19:48:10,26,0.004,C475EACE8018C5EF8C41654D86800436D,GBP,1
441428000000,447880000000,18/08/2016,17:21:39,21,0.003,CC46E786CFED3D7FF58C0953707F19F5E,GBP,1
441591000000,447709000000,24/08/2016,14:13:41,71,0.011,CCF398098C151ADD2C46025F910967B45,GBP,2
443330000000,447550000000,24/08/2016,14:12:31,299,0.043,CB5E43E5DE1963AFEB0F0703D03171A45,GBP,2
441377000000,447876000000,18/08/2016,19:42:33,39,0.006,C7BCC80950C471B27F5BC70CF335D31C0,GBP,1
441206000000,447834000000,18/08/2016,19:41:13,2,0.001,C780F2F257CF9905D82620FAD9ACFDE1C,GBP,1
443330000000,447876000000,18/08/2016,17:21:20,1413,0.201,CBB9C85FE370946FC7F862B850D26DE9D,GBP,1
442083000000,447584000000,18/08/2016,19:39:36,858,0.119,C23E52C7ECBC89D3BB9A485CBCFE478FF,GBP,1
442036000000,447910000000,18/08/2016,17:08:34,6,0.001,CFD0F0B32F61D287CF34CD3DC43EDF87F,GBP,2
442087000000,447980000000,19/08/2016,08:52:44,8,0.002,C33D0EB9EF4744803451A7007E8A78C76,GBP,1
447793000000,447772000000,19/08/2016,07:48:21,6,0.001,C13B76A78FA2818B6300DF0C1ED4DD51E,GBP,1
441499000000,447825000000,18/08/2016,17:44:06,263,0.038,C9A94EB70458631C3C1EA00C84723DA87,GBP,2
447765000000,447799000000,19/08/2016,00:50:52,123,0.018,C34D60676329B810EE0D6706DFEB14DAC,GBP,1
441620000000,447584000000,18/08/2016,17:43:58,75,0.011,C9A660E26DAAA666EB9CA1DD5DE19DBE4,GBP,2
441160000000,447472000000,19/08/2016,07:41:53,109,0.016,C168103B956532134975D01EE87B01836,GBP,2
441173000000,447887000000,19/08/2016,07:45:28,12,0.002,CFFBD6E0ECEB840C611D6D143D9540007,GBP,2
441353000000,447788000000,19/08/2016,07:43:56,39,0.006,C6868D1A559687E47A40A85263266A8FD,GBP,1
441133000000,447710000000,24/08/2016,13:08:13,51,0.008,CAD0B39EEAE39D39E02C571836E2C62DE,GBP,1
441946000000,447765000000,24/08/2016,13:07:52,1251,0.18,CE70FF51AE726D7C972880E29E11929C7,GBP,1
441904000000,447701000000,24/08/2016,13:17:05,38,0.006,CBBD51E56DC4958E13B78B3BB36D61EC2,GBP,2
441526000000,447599000000,24/08/2016,13:16:46,46,0.007,C875BFEEF028662617DA55E244204FBC9,GBP,2
441377000000,447888000000,19/08/2016,08:53:27,110,0.016,CA55D6ECF36EA98019EE9E9CD125B49BA,GBP,2
441356000000,447749000000,19/08/2016,08:27:25,4,0.001,C5547F5650ECBFC19AF0DC77A7608A88F,GBP,2
441915000000,447781000000,19/08/2016,08:27:27,330,0.047,CE1B2E3877262D260A57B01E66C52BAB4,GBP,2
447812000000,447867000000,19/08/2016,07:51:22,139,0.02,C0F36C6043DB3F072EAAFBC545036CB4E,GBP,2
443330000000,447760000000,19/08/2016,07:51:35,200,0.028,C737A173A2EB20A9ABBB50990BCFC6394,GBP,2
441619000000,447877000000,19/08/2016,07:51:03,26,0.004,C3F7DC61AA8B07D85A198424A0566341A,GBP,1
442081000000,447760000000,19/08/2016,08:26:55,14,0.002,C7B95C4B23638DDD684EBD7A83A1BC0A5,GBP,2
441214000000,447748000000,18/08/2016,17:44:31,79,0.012,C013546C9720FCCD6B6FA1F1FDBDB4350,GBP,1
441284000000,447776000000,18/08/2016,17:24:14,4,0.001,CE7E0F3E8F206F3067D1F349C9163ECEE,GBP,1
441913000000,447721000000,24/08/2016,13:12:58,38,0.006,CE444BF7127A527A2A4ABC537AE64FDE3,GBP,1
441200000000,447861000000,24/08/2016,13:12:59,25,0.004,C2ECA55E2E943F4060B2DB53AB4B9981A,GBP,1
441612000000,447715000000,24/08/2016,13:13:27,335,0.049,C9B348AE8B3BA4767A3440B2AB497F060,GBP,1
441612000000,447721000000,24/08/2016,13:13:15,32,0.005,CBAFDA5F5DD0C12569B9BD2D0B87CE2C5,GBP,1
441253000000,447714000000,24/08/2016,13:54:49,6,0.001,C2BEC63F63DBEDD5AF637D88085790D18,GBP,2
441432000000,447766000000,19/08/2016,08:43:58,21,0.003,CC118A78273BBB823869A2569B3248FA7,GBP,1
447982000000,447917000000,18/08/2016,17:42:22,1,0.001,C2AA68EA7973EAEADE015E144852914EF,GBP,2
447745000000,447827000000,19/08/2016,06:39:32,31,0.005,C5A9411CDF79AD52EFA6160627B8F93FB,GBP,1
441453000000,447558000000,19/08/2016,06:41:21,3,0.001,C3F2CB25DDC47EDE26FCDA74A34089EFE,GBP,2
441453000000,447558000000,19/08/2016,06:42:08,36,0.005,C389F88A4F26B6724333A9D99A9828A8D,GBP,1
443330000000,447888000000,18/08/2016,17:42:47,148,0.021,CDFFC962350C3A4E62A52599C101FC528,GBP,2
441377000000,447503000000,19/08/2016,06:38:48,43,0.006,C9D46029F3560B4583BE2E4E7AD7615E9,GBP,1
441132000000,447766000000,19/08/2016,02:38:50,48,0.007,C1A473CEA58B38985B94C0D3228AE9FE6,GBP,1
443330000000,447558000000,18/08/2016,17:41:56,5,0.001,CBD8F413EF84F088CBC26164804001F54,GBP,1
443330000000,447772000000,18/08/2016,17:41:50,4,0.001,C3512CF366CC3E43A72446988377B7767,GBP,1
442038000000,447835000000,24/08/2016,13:17:57,48,0.007,C025EE10CE05B272757CAB545D8BAC49E,GBP,2
443330000000,447712000000,24/08/2016,13:17:31,6,0.001,CCB56169739E06F7CB0EF8113EF42B09C,GBP,1
441388000000,447513000000,24/08/2016,14:18:10,556,0.08,CF311B15510A0E857841EC84CA5071E27,GBP,1
441619000000,447991000000,19/08/2016,08:13:12,79,0.012,CCD421F7995B4AD6DFB582D6E28FF7EA0,GBP,2
441773000000,447343000000,19/08/2016,08:48:03,17,0.003,C83E013A563E72B88E887278DD6111F2D,GBP,2
441333000000,447511000000,24/08/2016,13:54:44,443,0.064,C7FBADCF4A3E37A2E14B6146BB17A48E0,GBP,1
441207000000,447710000000,24/08/2016,13:54:44,297,0.043,CC4BD36CF51CF836DFBB5F02B5165AA21,GBP,1
447971000000,447843000000,24/08/2016,13:50:59,4,0.001,CEDB16E091CA0E78FCB2AFB300CFA4575,GBP,1
441826000000,447741000000,24/08/2016,13:45:59,581,0.084,C9725F06D4E50CA05C75AD3A522ED9DE9,GBP,1
441274000000,447802000000,24/08/2016,13:46:00,32,0.005,C3C7FB9AC72ABB0851F7DAC49B8BA419D,GBP,1
441275000000,447557000000,19/08/2016,08:38:36,128,0.019,C1FE5D7520AFE291359B4C234B763C98D,GBP,2
441540000000,447766000000,18/08/2016,22:03:56,5,0.001,CEDA299642CB6B9B57C62472F5C4CCAEA,GBP,2
443330000000,447833000000,18/08/2016,22:04:39,88,0.013,C4D637049B658F953AC9087FFA3279E93,GBP,1
441925000000,447799000000,18/08/2016,22:01:35,21,0.003,C0721DC92150F87DF68790ED078D2A5C1,GBP,2
442382000000,447824000000,18/08/2016,17:30:37,3,0.001,C65A44464653D3E51B1ABB9550E3E8C60,GBP,2
902164000000,447920000000,19/08/2016,08:09:16,406,0.058,C147ED6AE9E5E67AB82D06AE8095582F1,GBP,2
441132000000,447831000000,19/08/2016,08:09:35,93,0.014,CB91DD22F3C4101AAD71A1F6787CFD2DA,GBP,2
441783000000,447920000000,18/08/2016,17:22:35,2,0.001,C2124F1FC6D8AC389E50C2353AC87C95A,GBP,1
442087000000,447881000000,18/08/2016,20:03:27,252,0.035,CAC59F1AFD68079977446587D0B240884,GBP,2
441262000000,447718000000,18/08/2016,17:08:58,21,0.003,CD5B39DFCFCCA3DFFCCA09FF9F3C6D596,GBP,2
447717000000,447465000000,18/08/2016,17:08:59,142,0.021,C6199224D1AD7018DD8F6EFC3489AFE88,GBP,1
443330000000,447591000000,24/08/2016,14:16:20,1369,0.197,CCD880657DFF038894FA0533988D15B0D,GBP,2
441906000000,447766000000,19/08/2016,09:32:37,1,0.001,C0F027BC389D7CC528B19126875F8B443,GBP,1
441619000000,447889000000,24/08/2016,14:05:00,119,0.018,CEC7E5CD651CBCFB8BC046EA8E133B6F2,GBP,1
441517000000,447861000000,24/08/2016,14:05:03,6,0.001,C70D7440084BA40AE02006058F07965E4,GBP,2
441754000000,447710000000,24/08/2016,10:04:21,41,0.006,CBF56A7F06842CE6B726AEFA7BA9EB10D,GBP,2
441226000000,447540000000,24/08/2016,14:24:20,27,0.004,CAA40950CBDFAD74DC724838CBCCDE0EF,GBP,2
441865000000,447726000000,24/08/2016,14:30:49,335,0.049,C81391321D9E5934A4C332A0671998B7A,GBP,1
441283000000,447888000000,19/08/2016,09:29:56,347,0.05,CC668A79C182966B0222398BA66C5C8C4,GBP,1
443330000000,447552000000,19/08/2016,09:08:36,73,0.011,C8E46B303D965DE21AEDA5955F9B00DE4,GBP,1
441216000000,447818000000,19/08/2016,09:40:57,129,0.019,C5FFA082D90D7382FFFF588D6A7AD2A58,GBP,2
441495000000,447918000000,19/08/2016,09:32:25,876,0.125,C5D7E2297018297C49D8D14A3A550EB81,GBP,1
441207000000,447766000000,19/08/2016,09:22:20,366,0.052,C859F6FDAD3251F91C7FC3DEB08D10727,GBP,2
441224000000,447501000000,19/08/2016,09:40:52,25,0.004,CF255C9D1FC8EC8E713047483FDC2AA80,GBP,1
441628000000,447774000000,19/08/2016,08:58:46,295,0.042,CD36BC4050664E37A9FBED00FDADF47C9,GBP,1
441563000000,447558000000,19/08/2016,09:40:42,701,0.1,C80D04ECB44008F3E12AB0AE7ECC33524,GBP,2
443330000000,447749000000,19/08/2016,09:32:28,21,0.003,C71B56AF517A26586D63641310FB2142F,GBP,1
447808000000,447888000000,19/08/2016,09:38:46,553,0.079,C0C93DE20802F2F4C46F89771AF42A52D,GBP,2
441224000000,447824000000,19/08/2016,09:13:44,47,0.007,CCC0E51084F96C2BFDC96990410F7F2DC,GBP,1
441915000000,447824000000,19/08/2016,09:11:17,2,0.001,CA6089B9C6BFE172AD715CBB7B0BFA7B9,GBP,2
447401000000,447912000000,24/08/2016,14:33:47,30,0.005,C51563F290924E897DC1216AAA637F83E,GBP,1
447848000000,447718000000,24/08/2016,14:31:09,38,0.006,C943BAA2BF97FE640C7F4E5DE25665929,GBP,2
441617000000,447568000000,24/08/2016,14:31:09,20,0.003,CC2366070DE9A25A95FC8413F7331710E,GBP,1
441254000000,447890000000,24/08/2016,14:31:27,142,0.021,CF068F26CCB0696686424827A364C379E,GBP,1
441612000000,447760000000,24/08/2016,14:30:21,801,0.115,C174BB42A5513A2763268A506FFA627E6,GBP,2
441528000000,447469000000,19/08/2016,09:24:26,59,0.009,CB89CB61B513A0ED784717C69CC331830,GBP,1
441789000000,447748000000,19/08/2016,09:28:46,205,0.03,C082DBFDCB45480DB6794EE7EBD48B8B5,GBP,2
441450000000,447789000000,19/08/2016,08:57:19,68,0.01,C1EB567E8AF36E5D1EF72E9DA684030B7,GBP,1
442089000000,447788000000,19/08/2016,09:24:21,35,0.005,C7141D8874AEF17C06224280DCBD6B119,GBP,1
441132000000,447585000000,19/08/2016,08:49:31,3,0.001,CD7F69DF62682A3D20D563EF44C02073E,GBP,1
443330000000,447901000000,19/08/2016,08:49:39,123,0.018,CB7DC7FB147BE9BDD038364723BE75F4D,GBP,2
447705000000,447919000000,19/08/2016,09:03:30,26,0.004,CC092F4AEF1560FEE3514F84575F680D3,GBP,1
442076000000,447799000000,19/08/2016,09:03:38,75,0.011,C0799577A16AEB1F6C242120A95AEFF4B,GBP,1
441246000000,447832000000,19/08/2016,09:24:13,452,0.065,CB3B822CB7682161EFF370003CAE2511C,GBP,2
442085000000,447748000000,19/08/2016,09:15:34,5,0.001,C7E8D9B7BA94C591DCF5A6E7F63D18D54,GBP,1
443330000000,447584000000,19/08/2016,09:15:37,64,0.01,CBEBC03510B4DD5A44981DED157883807,GBP,2
442038000000,447526000000,24/08/2016,14:30:26,49,0.008,C75E452A001CF1BFFDAB8A7AA70292C1F,GBP,1
443330000000,447822000000,24/08/2016,14:28:24,3,0.001,C2BFDE73EFB640BFEF65BB0734C80C22A,GBP,2
441643000000,447715000000,24/08/2016,14:16:37,11,0.002,CFA9018BD536A1F04BED5B31380F07C91,GBP,1
447847000000,447470000000,19/08/2016,09:37:58,4,0.001,C5131ACBB22519A035553391352BA2F5C,GBP,1
441243000000,447788000000,19/08/2016,08:50:17,24,0.004,C618165CB8A2082760B2940CDF5ED8926,GBP,1
442039000000,447770000000,19/08/2016,08:50:23,128,0.019,C8357256E35052E7BD92FE56995BC0ED0,GBP,1
441207000000,447991000000,19/08/2016,09:27:52,123,0.018,C3B8C3D8C95E9A9BE5EDEF63820351297,GBP,2
441283000000,447776000000,19/08/2016,09:15:46,7,0.001,CC4B0D062FF14E9E047D5571918E4C870,GBP,1
448000000000,447796000000,19/08/2016,09:27:47,5,0.001,C1A1FAD4D67F9A08EC3EA54439F82CBAA,GBP,1
441963000000,447918000000,19/08/2016,09:24:35,9,0.002,C5C890DDF2B2100277C045FB0F2BF336D,GBP,1
441910000000,447588000000,19/08/2016,09:03:42,37,0.006,C1E6ACEAA70480FDEDE12069C4C8B08B4,GBP,2
443330000000,447592000000,24/08/2016,14:16:46,20,0.003,C302556AFF5DE5D9893C7A962151D9073,GBP,1
441215000000,447912000000,24/08/2016,14:14:20,480,0.069,C105D011E1F1DE5B5713D8C5951430F2D,GBP,1
441895000000,447824000000,19/08/2016,09:24:33,31,0.005,C95BD2C08989A8E32FC5055A3AA779E61,GBP,1
442476000000,447796000000,19/08/2016,09:27:45,45,0.007,C8BA0C6C6116CF5C08ABA8B65863200B0,GBP,2
441257000000,447785000000,19/08/2016,08:49:51,66,0.01,C3341CC206C385651527C53332C5291FF,GBP,1
441216000000,447748000000,19/08/2016,08:50:01,43,0.007,C65504A480F53051BC5D9D2BEEE02BFF2,GBP,1
443330000000,447917000000,19/08/2016,09:26:18,334,0.048,CE154FF64D0521B8DC1DCB3BEBF1ABB50,GBP,2
441283000000,447703000000,24/08/2016,14:12:44,54,0.008,CED2D2A5D0A65C2F65F54E11F849E3C98,GBP,1
441179000000,447711000000,24/08/2016,14:10:55,228,0.033,CE98096B310AFBA22564F7A9597308EE0,GBP,2
441303000000,447515000000,24/08/2016,14:12:49,57,0.009,CC80B87AE60CE782FC4FEF27525782908,GBP,2
442921000000,447562000000,24/08/2016,14:12:51,3,0.001,C113EBFC88BD210561528D91318D4A0FC,GBP,1
441909000000,447565000000,24/08/2016,14:12:54,24,0.004,C64BD4665A81B031E0320FDCB2566AD2B,GBP,1
443330000000,447501000000,19/08/2016,09:24:07,46,0.007,CD9B2C8AC46DE221EEEA33961E8EBD06F,GBP,1
441132000000,447803000000,24/08/2016,14:27:52,4,0.001,CBCB5AC15644D1F1C4758163C97A89C76,GBP,2
447719000000,447877000000,19/08/2016,10:01:52,78,0.012,C2A631818BFFBFC0F1A001DFE808FB92B,GBP,1
441524000000,447867000000,19/08/2016,09:32:05,13,0.002,C50E38944CE431DE6DC5C3F77F81C4567,GBP,2
441333000000,447437000000,19/08/2016,09:20:26,182,0.026,C331960E66DC5E380C88BBD85F8B00480,GBP,1
442038000000,447468000000,19/08/2016,09:33:52,4,0.001,CEF6FD363C96B0E804E754F5452C784A9,GBP,1
441963000000,447776000000,19/08/2016,10:01:54,29,0.005,CCC57529742FD382AAF95AD03364A65EA,GBP,2
